���Xf7)oTaskName,QuestNpcName,QuestNpcDialog,QuestNpcName2,QuestNpcDialog2
傲慢の塔,傲慢の塔に挑戦する,テオドール,"私の名前はテオドール。そこにいるラッセルと同じく、銀の傭兵団の一員だ。
<p>久しぶりに見る印象深い戦闘だった。昨今の冒険家にはない実力を持ってはいるものの、君に今起きている事態を解決できるほどの力があるとは思えない。
<p>これから<YellowBold>傲慢の塔</>に挑む方法を教えてやろう。君の真の力を証明してもらいたい。",,
傲慢の塔,傲慢の塔に挑戦する,,,,
傲慢の塔,傲慢の塔に挑戦する,テオドール,"<YellowBold>ルーン刻印</>という物を知っているか？
<p>ふむ、聞いたこともない、か。それじゃあ教えてやろう。
準備ができたら私に声をかけなさい。<YellowBold>ルーン刻印</>について説明しよう。",,
傲慢の塔,テオドールと話す,,,,
傲慢の塔,テオドールと話す,テオドール,"なぜこういうことを教えるのかって？じゃあその理由について話そう。
<p>銀の傭兵団は<YellowBold>[player]</>君にとても興味がある。いうなれば君を迎え入れるための事前手続きと言えるだろう。
<p>何か他に聞きたいことは？なければ<YellowBold>ルーン刻印</>について説明しよう。",,
傲慢の塔,ルーン刻印を覚える,,,,
傲慢の塔,ルーン刻印を覚える,,,,
話せる島の結界補修,オーク名射手を倒す,テオドール,"君を迎え入れるのはまだ先の話だ。とにかく今は当面の問題を解決せねばならない。
<p>現在私の任務は話せる島に張られた結界を修復することだ。そのためにエルフの花冠を持っている君と行動を共にしようと思う。
<p>次の浄化装置への入口はこの辺なんだ。あの暴れ狂うオークどもを倒しながら入口を探すとしよう。",,
話せる島の結界補修,討伐隊長を訪ねる,テオドール,浄化装置の入口を探すには協力が必要だな。討伐隊長に会いに行かなければ。君も行くか？,,
話せる島の結界補修,討伐隊長を訪ねる,,,,
もう1つの遺跡,鉄グモを倒す,討伐隊長オースティン,"光り輝くドルメンか？ふむ、そうだな…
ここから西に少し行くと巨大なクモが生息している森に出る。
<p>その森の最深部で光るドルメンを見たという話を聞いたことがある。くれぐれもクモには気を付けた方がいいぞ。",,
結界の中へ,遺跡に向かう,テオドール,こんなところにあるなんて。見つけにくいはずだ。,,
結界の中へ,遺跡に向かう,テオドール,紋様が光っている。入ってみよう。,,
結界の中へ,光の中に向かう,,,,
結界の中へ,光の中に向かう,,,,
結界の中へ,光の中に向かう,,,,
結界の中へ,浄化の妖精に近づく,テオドール,ここが浄化装置があるという聖所の中なのか？幸い、エルフの遺物を持った者も入れるようになっているようだ。<p>ふむ…こんなところで闇の力が感じられるとは…何か問題が起きているようだ。,,
浄化の妖精,浄化の妖精を守る,浄化の妖精,"ご同行の方から聖なる光の気配を感じます。汚れた存在ならここに足を踏み入れることはできなかったはず。
<p>今回も無事装置へたどり着けるよう、私をお守りください。",,
浄化の妖精,ボティスの監視者を倒す,浄化の妖精,結界が魔物に汚されています！,,
浄化の妖精,ボティスの監視者を倒す,,,,
浄化の妖精,浄化の妖精と話す,,,,
結界を汚す者,ボティスを倒す,浄化の妖精,待って、何かが近づいてるわ…。<p>あ、あれは…！,,
結界を汚す者,浄化の妖精と話す,,,,
結界を汚す者,浄化の妖精と話す,,,,
二度目の浄化,浄化装置を動かす,浄化の妖精,"はあ…はあ…
<p>さあ、装置を動かしてください！
<p>不覚にも先ほど戦闘に巻き込まれケガをしてしまいました。
<p>お願いです、私の代わりに装置を…！",,
二度目の浄化,ポータルストーンを使う,浄化の妖精,この傷は闇の力に蝕まれていて今は動けません。しばらくすれば回復しますからご心配なく。このポータルストーンを差し上げます、次の遺物を探してください…！,,
二度目の浄化,ポータルストーンを使う,,,,
二度目の浄化,ポータルストーンを使う,,,,
フェルネルとの再会,発掘団長フェルネルと話す,テオドール,"あそこにいるのは発掘団長か…？
誰かを探しているようだな。<p>しかし今は構っている暇などない。
私は別の場所で起きている事件について調べるとしよう。それじゃあ、近々また会おう。",フェルネル,おお、君か。ここで会えてよかった。聞いてくれ、ニアと行き違いになったようだ。
ニアを探そう,巨大鉄グモを倒す,フェルネル,この辺りまで足跡が続いていて、ニアのバッグが落ちていたんだ。まさかクモに食われたんじゃ…！？ああ…ニアは一体どこへ…。<p>ニアを探さなくては！まずはクモどもを倒してくれ！,,
恐ろしい想像,クモの卵を破壊する,フェルネル,"ここはクモの繁殖地だ。クモは生まれた幼虫が食べられるよう卵の近くに餌を捕らえておくらしい。<p>もしニアが捕まっている時に大量の幼虫が生まれたら…
ニアが…！！<p>いかん、念のためクモだけじゃなく卵も始末してくれ！",ジュフィ,うわあっ、びっくりした！何なの！？ね、お願い！あたしをここから出して！
ニアの行方,フェルネルと話す,ジュフィ,ニア？誰よ、それ。顔を合わせたとしてものんきに名乗ってられる場所じゃないのよ、ここは。<p>ふーん、女の子なのね。あんたたちが探してる子かは分からないけど何人かが魔物たちに連れてかれるのは見たわ。<p>えっと、こっちよ。島の西に向かっているようだったわ。,,
ニアの行方,討伐隊長と話す,フェルネル,"ということは、ニアは生きているんだね？おお、アインハザードよ、感謝します。
<p>今すぐ風の森に向かう！討伐隊長にも救助を要請しよう！",,
ニアの行方,討伐隊長と話す,,,,
調査団合流,オーク名射手を倒す,討伐隊長オースティン,オークの侵略と誘拐事件、正体不明の魔術師、そして結界の汚染。すべての事件がつながっているというのか？うむ…確かにその可能性は十分あるな。<p>できれば君も調査隊と共に動いてほしい。島の西部に向かう前にこの辺のオークの残党は処理しておいた方がいいだろう。,,
調査団合流,ラッセルを訪ねる,討伐隊長オースティン,"調査隊が島の西部に向かった。後を追って合流してくれ。
ラッセル殿と一緒に向かうといいだろう。",,
調査団合流,ラッセルを訪ねる,,,,
西へ,風の森に向かう,ラッセル,よう、よろしくな！テオドール様も風の森に向かうそうだ。<p>俺たちも後れをとらないように、急いで向かおう！,,
勇者たちのために,赤毛狐を倒す,ラッセル,"兵士たちの亡骸が放置されている…。
このままじゃ動物や魔物に食われちまうぞ。<p>話せる島を守るために死んでいったんだ。そんな目に遭わせる訳にはいかない。あそこにいる狐たちから片付けよう。",,
遺体埋葬,兵士たちの遺体を埋葬する,ラッセル,兵士たちの亡骸を埋葬しよう。このまま放っておく訳にはいかないじゃないか…。,捜索隊長アーノルド,君が<YellowBold>[player]</>かな？まずは兵士たちの遺体を埋葬してくれたことに対して心から礼を言う。<p>聞いたところによると君は東部でとても活躍したようだな。
