Id,Name,Desc,EffectType,EffectParamMin,EffectParamMax,EffectParamGrowth,OptionGroup
10102306,명중,,29,119,119,1,10102301
10102307,방어 무시 대미지,,36,2,2,1,10102301
10102308,공격속도 증가율,,7,336,336,1,10102301
10102309,HP 흡수율,,52,28,28,1,10102301
10102310,경험치 획득량 증가율,,87,148,148,1,10102301
10102311,아데나 획득량 증가율,,89,148,148,1,10102301
10102312,,,65,1,1,1,10102301
10102313,,,65,1,1,1,10102301
10102314,,,65,1,1,1,10102301
10102315,,,65,1,1,1,10102301
10102316,,,65,1,1,1,10102301
10102317,,,65,1,1,1,10102301
10102318,,,65,1,1,1,10102301
10102319,,,65,1,1,1,10102301
10102320,,,65,1,1,1,10102301
10102401,물리 공격력,,1,374,374,1,10102401
10102402,마법 공격력,,2,374,374,1,10102401
10102403,관통,,101,293,293,1,10102401
10102404,크리티컬,,10,626,626,1,10102401
10102405,크리티컬 대미지 증가율,,9,350,350,1,10102401
10102406,명중,,29,384,384,1,10102401
10102407,방어 무시 대미지,,36,6,6,1,10102401
10102408,공격속도 증가율,,7,669,669,1,10102401
10102409,HP 흡수율,,52,50,50,1,10102401
10102410,경험치 획득량 증가율,,87,285,285,1,10102401
10102411,아데나 획득량 증가율,,89,285,285,1,10102401
10102412,,,65,1,1,1,10102401
10102413,,,65,1,1,1,10102401
10102414,,,65,1,1,1,10102401
10102415,,,65,1,1,1,10102401
10102416,,,65,1,1,1,10102401
10102417,,,65,1,1,1,10102401
10102418,,,65,1,1,1,10102401
10102419,,,65,1,1,1,10102401
10102420,,,65,1,1,1,10102401
10102501,물리 공격력,,1,1019,1019,1,10102501
10102502,마법 공격력,,2,1019,1019,1,10102501
10102503,관통,,101,811,811,1,10102501
10102504,크리티컬,,10,1743,1743,1,10102501
10102505,크리티컬 대미지 증가율,,9,962,962,1,10102501
10102506,명중,,29,1039,1039,1,10102501
10102507,방어 무시 대미지,,36,16,16,1,10102501
10102508,공격속도 증가율,,7,1165,1165,1,10102501
10102509,HP 흡수율,,52,83,83,1,10102501
10102510,경험치 획득량 증가율,,87,490,490,1,10102501
10102511,아데나 획득량 증가율,,89,490,490,1,10102501
10102512,,,65,1,1,1,10102501
10102513,,,65,1,1,1,10102501
10102514,,,65,1,1,1,10102501
10102515,,,65,1,1,1,10102501
10102516,,,65,1,1,1,10102501
10102517,,,65,1,1,1,10102501
10102518,,,65,1,1,1,10102501
10102519,,,65,1,1,1,10102501
10102520,,,65,1,1,1,10102501
10102601,물리 공격력,,1,1938,1938,1,10102601
10102602,마법 공격력,,2,1938,1938,1,10102601
10102603,관통,,101,1549,1549,1,10102601
10102604,크리티컬,,10,3335,3335,1,10102601
10102605,크리티컬 대미지 증가율,,9,1833,1833,1,10102601
10102606,명중,,29,1971,1971,1,10102601
10102607,방어 무시 대미지,,36,31,31,1,10102601
10102608,공격속도 증가율,,7,1296,1296,1,10102601
10102609,HP 흡수율,,52,93,93,1,10102601
10102610,경험치 획득량 증가율,,87,540,540,1,10102601
10102611,아데나 획득량 증가율,,89,540,540,1,10102601
10102612,,,65,1,1,1,10102601
10102613,,,65,1,1,1,10102601
10102614,,,65,1,1,1,10102601
10102615,,,65,1,1,1,10102601
10102616,,,65,1,1,1,10102601
10102617,,,65,1,1,1,10102601
10102618,,,65,1,1,1,10102601
10102619,,,65,1,1,1,10102601
10102620,,,65,1,1,1,10102601
10202201,물리 공격력,,1,40,40,1,10202201
10202202,마법 공격력,,2,40,40,1,10202201
10202203,관통,,101,25,25,1,10202201
10202204,크리티컬,,10,48,48,1,10202201
10202205,크리티컬 대미지 증가율,,9,34,34,1,10202201
10202206,명중,,29,45,45,1,10202201
10202207,방어 무시 대미지,,36,1,1,1,10202201
10202208,공격속도 증가율,,7,171,171,1,10202201
10202209,HP 흡수율,,52,17,17,1,10202201
10202210,경험치 획득량 증가율,,87,80,80,1,10202201
10202211,아데나 획득량 증가율,,89,80,80,1,10202201
10202212,,,65,1,1,1,10202201
10202213,,,65,1,1,1,10202201
10202214,,,65,1,1,1,10202201
10202215,,,65,1,1,1,10202201
10202216,,,65,1,1,1,10202201
10202217,,,65,1,1,1,10202201
10202218,,,65,1,1,1,10202201
10202219,,,65,1,1,1,10202201
10202220,,,65,1,1,1,10202201
10202301,물리 공격력,,1,113,113,1,10202301
10202302,마법 공격력,,2,113,113,1,10202301
10202303,관통,,101,83,83,1,10202301
10202304,크리티컬,,10,174,174,1,10202301
10202305,크리티컬 대미지 증가율,,9,103,103,1,10202301
10202306,명중,,29,119,119,1,10202301
10202307,방어 무시 대미지,,36,2,2,1,10202301
10202308,공격속도 증가율,,7,336,336,1,10202301
10202309,HP 흡수율,,52,28,28,1,10202301
10202310,경험치 획득량 증가율,,87,148,148,1,10202301
10202311,아데나 획득량 증가율,,89,148,148,1,10202301
10202312,,,65,1,1,1,10202301
10202313,,,65,1,1,1,10202301
10202314,,,65,1,1,1,10202301
10202315,,,65,1,1,1,10202301
10202316,,,65,1,1,1,10202301
10202317,,,65,1,1,1,10202301
10202318,,,65,1,1,1,10202301
10202319,,,65,1,1,1,10202301
10202320,,,65,1,1,1,10202301
10202401,물리 공격력,,1,374,374,1,10202401
10202402,마법 공격력,,2,374,374,1,10202401
10202403,관통,,101,293,293,1,10202401
10202404,크리티컬,,10,626,626,1,10202401
10202405,크리티컬 대미지 증가율,,9,350,350,1,10202401
10202406,명중,,29,384,384,1,10202401
10202407,방어 무시 대미지,,36,6,6,1,10202401
10202408,공격속도 증가율,,7,669,669,1,10202401
10202409,HP 흡수율,,52,50,50,1,10202401
10202410,경험치 획득량 증가율,,87,285,285,1,10202401
10202411,아데나 획득량 증가율,,89,285,285,1,10202401
10202412,,,65,1,1,1,10202401
10202413,,,65,1,1,1,10202401
10202414,,,65,1,1,1,10202401
10202415,,,65,1,1,1,10202401
10202416,,,65,1,1,1,10202401
10202417,,,65,1,1,1,10202401
10202418,,,65,1,1,1,10202401
10202419,,,65,1,1,1,10202401
10202420,,,65,1,1,1,10202401
10202501,물리 공격력,,1,1019,1019,1,10202501
10202502,마법 공격력,,2,1019,1019,1,10202501
10202503,관통,,101,811,811,1,10202501
10202504,크리티컬,,10,1743,1743,1,10202501
10202505,크리티컬 대미지 증가율,,9,962,962,1,10202501
10202506,명중,,29,1039,1039,1,10202501
10202507,방어 무시 대미지,,36,16,16,1,10202501
10202508,공격속도 증가율,,7,1165,1165,1,10202501
10202509,HP 흡수율,,52,83,83,1,10202501
10202510,경험치 획득량 증가율,,87,490,490,1,10202501
10202511,아데나 획득량 증가율,,89,490,490,1,10202501
10202512,,,65,1,1,1,10202501
10202513,,,65,1,1,1,10202501
10202514,,,65,1,1,1,10202501
10202515,,,65,1,1,1,10202501
10202516,,,65,1,1,1,10202501
10202517,,,65,1,1,1,10202501
10202518,,,65,1,1,1,10202501
10202519,,,65,1,1,1,10202501
10202520,,,65,1,1,1,10202501
10202601,물리 공격력,,1,1938,1938,1,10202601
10202602,마법 공격력,,2,1938,1938,1,10202601
10202603,관통,,101,1549,1549,1,10202601
10202604,크리티컬,,10,3335,3335,1,10202601
10202605,크리티컬 대미지 증가율,,9,1833,1833,1,10202601
10202606,명중,,29,1971,1971,1,10202601
10202607,방어 무시 대미지,,36,31,31,1,10202601
10202608,공격속도 증가율,,7,1296,1296,1,10202601
10202609,HP 흡수율,,52,93,93,1,10202601
10202610,경험치 획득량 증가율,,87,540,540,1,10202601
10202611,아데나 획득량 증가율,,89,540,540,1,10202601
10202612,,,65,1,1,1,10202601
10202613,,,65,1,1,1,10202601
10202614,,,65,1,1,1,10202601
10202615,,,65,1,1,1,10202601
10202616,,,65,1,1,1,10202601
10202617,,,65,1,1,1,10202601
10202618,,,65,1,1,1,10202601
10202619,,,65,1,1,1,10202601
10202620,,,65,1,1,1,10202601
10302201,물리 공격력,,1,40,40,1,10302201
10302202,마법 공격력,,2,40,40,1,10302201
10302203,관통,,101,25,25,1,10302201
10302204,크리티컬,,10,48,48,1,10302201
10302205,크리티컬 대미지 증가율,,9,34,34,1,10302201
10302206,명중,,29,45,45,1,10302201
10302207,방어 무시 대미지,,36,1,1,1,10302201
10302208,공격속도 증가율,,7,171,171,1,10302201
10302209,HP 흡수율,,52,17,17,1,10302201
10302210,경험치 획득량 증가율,,87,80,80,1,10302201
10302211,아데나 획득량 증가율,,89,80,80,1,10302201
10302212,,,65,1,1,1,10302201
10302213,,,65,1,1,1,10302201
10302214,,,65,1,1,1,10302201
10302215,,,65,1,1,1,10302201
10302216,,,65,1,1,1,10302201
10302217,,,65,1,1,1,10302201
10302218,,,65,1,1,1,10302201
10302219,,,65,1,1,1,10302201
10302220,,,65,1,1,1,10302201
10302301,물리 공격력,,1,113,113,1,10302301
10302302,마법 공격력,,2,113,113,1,10302301
10302303,관통,,101,83,83,1,10302301
10302304,크리티컬,,10,174,174,1,10302301
10302305,크리티컬 대미지 증가율,,9,103,103,1,10302301
10302306,명중,,29,119,119,1,10302301
10302307,방어 무시 대미지,,36,2,2,1,10302301
10302308,공격속도 증가율,,7,336,336,1,10302301
10302309,HP 흡수율,,52,28,28,1,10302301
10302310,경험치 획득량 증가율,,87,148,148,1,10302301
10302311,아데나 획득량 증가율,,89,148,148,1,10302301
10302312,,,65,1,1,1,10302301
10302313,,,65,1,1,1,10302301
10302314,,,65,1,1,1,10302301
10302315,,,65,1,1,1,10302301
10302316,,,65,1,1,1,10302301
10302317,,,65,1,1,1,10302301
10302318,,,65,1,1,1,10302301
10302319,,,65,1,1,1,10302301
10302320,,,65,1,1,1,10302301
10302401,물리 공격력,,1,374,374,1,10302401
10302402,마법 공격력,,2,374,374,1,10302401
10302403,관통,,101,293,293,1,10302401
10302404,크리티컬,,10,626,626,1,10302401
10302405,크리티컬 대미지 증가율,,9,350,350,1,10302401
10302406,명중,,29,384,384,1,10302401
10302407,방어 무시 대미지,,36,6,6,1,10302401
10302408,공격속도 증가율,,7,669,669,1,10302401
10302409,HP 흡수율,,52,50,50,1,10302401
10302410,경험치 획득량 증가율,,87,285,285,1,10302401
10302411,아데나 획득량 증가율,,89,285,285,1,10302401
10302412,,,65,1,1,1,10302401
10302413,,,65,1,1,1,10302401
10302414,,,65,1,1,1,10302401
10302415,,,65,1,1,1,10302401
10302416,,,65,1,1,1,10302401
10302417,,,65,1,1,1,10302401
10302418,,,65,1,1,1,10302401
10302419,,,65,1,1,1,10302401
10302420,,,65,1,1,1,10302401
10302501,물리 공격력,,1,1019,1019,1,10302501
10302502,마법 공격력,,2,1019,1019,1,10302501
10302503,관통,,101,811,811,1,10302501
10302504,크리티컬,,10,1743,1743,1,10302501
10302505,크리티컬 대미지 증가율,,9,962,962,1,10302501
10302506,명중,,29,1039,1039,1,10302501
10302507,방어 무시 대미지,,36,16,16,1,10302501
10302508,공격속도 증가율,,7,1165,1165,1,10302501
10302509,HP 흡수율,,52,83,83,1,10302501
10302510,경험치 획득량 증가율,,87,490,490,1,10302501
10302511,아데나 획득량 증가율,,89,490,490,1,10302501
10302512,,,65,1,1,1,10302501
10302513,,,65,1,1,1,10302501
10302514,,,65,1,1,1,10302501
10302515,,,65,1,1,1,10302501
10302516,,,65,1,1,1,10302501
10302517,,,65,1,1,1,10302501
10302518,,,65,1,1,1,10302501
10302519,,,65,1,1,1,10302501
10302520,,,65,1,1,1,10302501
10302601,물리 공격력,,1,1938,1938,1,10302601
10302602,마법 공격력,,2,1938,1938,1,10302601
10302603,관통,,101,1549,1549,1,10302601
10302604,크리티컬,,10,3335,3335,1,10302601
10302605,크리티컬 대미지 증가율,,9,1833,1833,1,10302601
10302606,명중,,29,1971,1971,1,10302601
10302607,방어 무시 대미지,,36,31,31,1,10302601
10302608,공격속도 증가율,,7,1296,1296,1,10302601
10302609,HP 흡수율,,52,93,93,1,10302601
10302610,경험치 획득량 증가율,,87,540,540,1,10302601
10302611,아데나 획득량 증가율,,89,540,540,1,10302601
10302612,,,65,1,1,1,10302601
10302613,,,65,1,1,1,10302601
10302614,,,65,1,1,1,10302601
10302615,,,65,1,1,1,10302601
10302616,,,65,1,1,1,10302601
10302617,,,65,1,1,1,10302601
10302618,,,65,1,1,1,10302601
10302619,,,65,1,1,1,10302601
10302620,,,65,1,1,1,10302601
10402201,물리 공격력,,1,40,40,1,10402201
10402202,마법 공격력,,2,40,40,1,10402201
10402203,관통,,101,25,25,1,10402201
10402204,크리티컬,,10,48,48,1,10402201
10402205,크리티컬 대미지 증가율,,9,34,34,1,10402201
10402206,명중,,29,45,45,1,10402201
10402207,방어 무시 대미지,,36,1,1,1,10402201
10402208,공격속도 증가율,,7,171,171,1,10402201
10402209,HP 흡수율,,52,17,17,1,10402201
10402210,경험치 획득량 증가율,,87,80,80,1,10402201
10402211,아데나 획득량 증가율,,89,80,80,1,10402201
10402212,,,65,1,1,1,10402201
10402213,,,65,1,1,1,10402201
10402214,,,65,1,1,1,10402201
10402215,,,65,1,1,1,10402201
10402216,,,65,1,1,1,10402201
10402217,,,65,1,1,1,10402201
10402218,,,65,1,1,1,10402201
10402219,,,65,1,1,1,10402201
10402220,,,65,1,1,1,10402201
10402301,물리 공격력,,1,113,113,1,10402301
10402302,마법 공격력,,2,113,113,1,10402301
10402303,관통,,101,83,83,1,10402301
10402304,크리티컬,,10,174,174,1,10402301
10402305,크리티컬 대미지 증가율,,9,103,103,1,10402301
10402306,명중,,29,119,119,1,10402301
10402307,방어 무시 대미지,,36,2,2,1,10402301
10402308,공격속도 증가율,,7,336,336,1,10402301
10402309,HP 흡수율,,52,28,28,1,10402301
10402310,경험치 획득량 증가율,,87,148,148,1,10402301
10402311,아데나 획득량 증가율,,89,148,148,1,10402301
10402312,,,65,1,1,1,10402301
10402313,,,65,1,1,1,10402301
10402314,,,65,1,1,1,10402301
10402315,,,65,1,1,1,10402301
10402316,,,65,1,1,1,10402301
10402317,,,65,1,1,1,10402301
10402318,,,65,1,1,1,10402301
10402319,,,65,1,1,1,10402301
10402320,,,65,1,1,1,10402301
10402401,물리 공격력,,1,374,374,1,10402401
10402402,마법 공격력,,2,374,374,1,10402401
10402403,관통,,101,293,293,1,10402401
10402404,크리티컬,,10,626,626,1,10402401
10402405,크리티컬 대미지 증가율,,9,350,350,1,10402401
10402406,명중,,29,384,384,1,10402401
10402407,방어 무시 대미지,,36,6,6,1,10402401
10402408,공격속도 증가율,,7,669,669,1,10402401
10402409,HP 흡수율,,52,50,50,1,10402401
10402410,경험치 획득량 증가율,,87,285,285,1,10402401
10402411,아데나 획득량 증가율,,89,285,285,1,10402401
10402412,,,65,1,1,1,10402401
10402413,,,65,1,1,1,10402401
10402414,,,65,1,1,1,10402401
10402415,,,65,1,1,1,10402401
10402416,,,65,1,1,1,10402401
10402417,,,65,1,1,1,10402401
10402418,,,65,1,1,1,10402401
10402419,,,65,1,1,1,10402401
10402420,,,65,1,1,1,10402401
10402501,물리 공격력,,1,1019,1019,1,10402501
10402502,마법 공격력,,2,1019,1019,1,10402501
10402503,관통,,101,811,811,1,10402501
10402504,크리티컬,,10,1743,1743,1,10402501
10402505,크리티컬 대미지 증가율,,9,962,962,1,10402501
10402506,명중,,29,1039,1039,1,10402501
10402507,방어 무시 대미지,,36,16,16,1,10402501
10402508,공격속도 증가율,,7,1165,1165,1,10402501
10402509,HP 흡수율,,52,83,83,1,10402501
10402510,경험치 획득량 증가율,,87,490,490,1,10402501
10402511,아데나 획득량 증가율,,89,490,490,1,10402501
10402512,,,65,1,1,1,10402501
10402513,,,65,1,1,1,10402501
10402514,,,65,1,1,1,10402501
10402515,,,65,1,1,1,10402501
10402516,,,65,1,1,1,10402501
10402517,,,65,1,1,1,10402501
10402518,,,65,1,1,1,10402501
10402519,,,65,1,1,1,10402501
10402520,,,65,1,1,1,10402501
10402601,물리 공격력,,1,1938,1938,1,10402601
10402602,마법 공격력,,2,1938,1938,1,10402601
10402603,관통,,101,1549,1549,1,10402601
10402604,크리티컬,,10,3335,3335,1,10402601
10402605,크리티컬 대미지 증가율,,9,1833,1833,1,10402601
10402606,명중,,29,1971,1971,1,10402601
10402607,방어 무시 대미지,,36,31,31,1,10402601
10402608,공격속도 증가율,,7,1296,1296,1,10402601
10402609,HP 흡수율,,52,93,93,1,10402601
10402610,경험치 획득량 증가율,,87,540,540,1,10402601
10402611,아데나 획득량 증가율,,89,540,540,1,10402601
10402612,,,65,1,1,1,10402601
10402613,,,65,1,1,1,10402601
10402614,,,65,1,1,1,10402601
10402615,,,65,1,1,1,10402601
10402616,,,65,1,1,1,10402601
10402617,,,65,1,1,1,10402601
10402618,,,65,1,1,1,10402601
10402619,,,65,1,1,1,10402601
10402620,,,65,1,1,1,10402601
10502201,물리 공격력,,1,40,40,1,10502201
10502202,마법 공격력,,2,40,40,1,10502201
10502203,관통,,101,25,25,1,10502201
10502204,크리티컬,,10,48,48,1,10502201
10502205,크리티컬 대미지 증가율,,9,34,34,1,10502201
10502206,명중,,29,45,45,1,10502201
10502207,방어 무시 대미지,,36,1,1,1,10502201
10502208,공격속도 증가율,,7,171,171,1,10502201
10502209,HP 흡수율,,52,17,17,1,10502201
10502210,경험치 획득량 증가율,,87,80,80,1,10502201
10502211,아데나 획득량 증가율,,89,80,80,1,10502201
10502212,,,65,1,1,1,10502201
10502213,,,65,1,1,1,10502201
10502214,,,65,1,1,1,10502201
10502215,,,65,1,1,1,10502201
10502216,,,65,1,1,1,10502201
10502217,,,65,1,1,1,10502201
10502218,,,65,1,1,1,10502201
10502219,,,65,1,1,1,10502201
10502220,,,65,1,1,1,10502201
10502301,물리 공격력,,1,113,113,1,10502301
10502302,마법 공격력,,2,113,113,1,10502301
10502303,관통,,101,83,83,1,10502301
10502304,크리티컬,,10,174,174,1,10502301
10502305,크리티컬 대미지 증가율,,9,103,103,1,10502301
10502306,명중,,29,119,119,1,10502301
10502307,방어 무시 대미지,,36,2,2,1,10502301
10502308,공격속도 증가율,,7,336,336,1,10502301
10502309,HP 흡수율,,52,28,28,1,10502301
10502310,경험치 획득량 증가율,,87,148,148,1,10502301
10502311,아데나 획득량 증가율,,89,148,148,1,10502301
10502312,,,65,1,1,1,10502301
10502313,,,65,1,1,1,10502301
10502314,,,65,1,1,1,10502301
10502315,,,65,1,1,1,10502301
10502316,,,65,1,1,1,10502301
10502317,,,65,1,1,1,10502301
10502318,,,65,1,1,1,10502301
10502319,,,65,1,1,1,10502301
10502320,,,65,1,1,1,10502301
10502401,물리 공격력,,1,374,374,1,10502401
10502402,마법 공격력,,2,374,374,1,10502401
10502403,관통,,101,293,293,1,10502401
10502404,크리티컬,,10,626,626,1,10502401
10502405,크리티컬 대미지 증가율,,9,350,350,1,10502401
10502406,명중,,29,384,384,1,10502401
10502407,방어 무시 대미지,,36,6,6,1,10502401
10502408,공격속도 증가율,,7,669,669,1,10502401
10502409,HP 흡수율,,52,50,50,1,10502401
10502410,경험치 획득량 증가율,,87,285,285,1,10502401
10502411,아데나 획득량 증가율,,89,285,285,1,10502401
10502412,,,65,1,1,1,10502401
10502413,,,65,1,1,1,10502401
10502414,,,65,1,1,1,10502401
10502415,,,65,1,1,1,10502401
10502416,,,65,1,1,1,10502401
10502417,,,65,1,1,1,10502401
10502418,,,65,1,1,1,10502401
10502419,,,65,1,1,1,10502401
10502420,,,65,1,1,1,10502401
10502501,물리 공격력,,1,1019,1019,1,10502501
10502502,마법 공격력,,2,1019,1019,1,10502501
10502503,관통,,101,811,811,1,10502501
10502504,크리티컬,,10,1743,1743,1,10502501
10502505,크리티컬 대미지 증가율,,9,962,962,1,10502501
10502506,명중,,29,1039,1039,1,10502501
10502507,방어 무시 대미지,,36,16,16,1,10502501
10502508,공격속도 증가율,,7,1165,1165,1,10502501
10502509,HP 흡수율,,52,83,83,1,10502501
10502510,경험치 획득량 증가율,,87,490,490,1,10502501
10502511,아데나 획득량 증가율,,89,490,490,1,10502501
10502512,,,65,1,1,1,10502501
10502513,,,65,1,1,1,10502501
10502514,,,65,1,1,1,10502501
10502515,,,65,1,1,1,10502501
10502516,,,65,1,1,1,10502501
10502517,,,65,1,1,1,10502501
10502518,,,65,1,1,1,10502501
10502519,,,65,1,1,1,10502501
10502520,,,65,1,1,1,10502501
10502601,물리 공격력,,1,1938,1938,1,10502601
10502602,마법 공격력,,2,1938,1938,1,10502601
10502603,관통,,101,1549,1549,1,10502601
10502604,크리티컬,,10,3335,3335,1,10502601
10502605,크리티컬 대미지 증가율,,9,1833,1833,1,10502601
10502606,명중,,29,1971,1971,1,10502601
10502607,방어 무시 대미지,,36,31,31,1,10502601
10502608,공격속도 증가율,,7,1296,1296,1,10502601
10502609,HP 흡수율,,52,93,93,1,10502601
10502610,경험치 획득량 증가율,,87,540,540,1,10502601
10502611,아데나 획득량 증가율,,89,540,540,1,10502601
10502612,,,65,1,1,1,10502601
10502613,,,65,1,1,1,10502601
10502614,,,65,1,1,1,10502601
10502615,,,65,1,1,1,10502601
