Id,EquipEffectDescription,ConditionRoomTypeList,ConditionType,ConditionFireRate,EffectType,EffectParam1,EffectParam2,EquipEffectBuffIcon,EquipEffectBuffName,EquipEffectBuffDescription
7100224,"피의 마물 처치 시 <Fontblue>41%</> 확률로, 
<Fontblue>피의 결정체</>를 추가적으로 획득 합니다.
일일 최대 2000개까지 획득 할 수 있습니다.

(케릭터의 레벨보다 7레벨 이하의 피의 마물 처치시에는 적용 되지 않으며, 피의 마물에 가한 피해량에 따라서, 확률이 보정 될 수 있습니다.)
(적용장소 : 정예던전)",RegularDungeonWorld,2,4100,96,9900025,,Icon_Buff_CapeEquipEffect_01,토벌의 망토 착용효과,"피의 마물 처치 시 <Fontblue>41%</> 확률로, <Fontblue>피의 결정체</> 추가 획득"
7100225,"피의 마물 처치 시 <Fontblue>42.5%</> 확률로, 
<Fontblue>피의 결정체</>를 추가적으로 획득 합니다.
일일 최대 2000개까지 획득 할 수 있습니다.

(케릭터의 레벨보다 7레벨 이하의 피의 마물 처치시에는 적용 되지 않으며, 피의 마물에 가한 피해량에 따라서, 확률이 보정 될 수 있습니다.)
(적용장소 : 정예던전)",RegularDungeonWorld,2,4250,96,9900025,,Icon_Buff_CapeEquipEffect_01,토벌의 망토 착용효과,"피의 마물 처치 시 <Fontblue>42.5%</> 확률로, <Fontblue>피의 결정체</> 추가 획득"
7100226,"피의 마물 처치 시 <Fontblue>44%</> 확률로, 
<Fontblue>피의 결정체</>를 추가적으로 획득 합니다.
일일 최대 2000개까지 획득 할 수 있습니다.

(케릭터의 레벨보다 7레벨 이하의 피의 마물 처치시에는 적용 되지 않으며, 피의 마물에 가한 피해량에 따라서, 확률이 보정 될 수 있습니다.)
(적용장소 : 정예던전)",RegularDungeonWorld,2,4400,96,9900025,,Icon_Buff_CapeEquipEffect_01,토벌의 망토 착용효과,"피의 마물 처치 시 <Fontblue>44%</> 확률로, <Fontblue>피의 결정체</> 추가 획득"
7100227,"피의 마물 처치 시 <Fontblue>45.5%</> 확률로, 
<Fontblue>피의 결정체</>를 추가적으로 획득 합니다.
일일 최대 2000개까지 획득 할 수 있습니다.

(케릭터의 레벨보다 7레벨 이하의 피의 마물 처치시에는 적용 되지 않으며, 피의 마물에 가한 피해량에 따라서, 확률이 보정 될 수 있습니다.)
(적용장소 : 정예던전)",RegularDungeonWorld,2,4550,96,9900025,,Icon_Buff_CapeEquipEffect_01,토벌의 망토 착용효과,"피의 마물 처치 시 <Fontblue>45.5%</> 확률로, <Fontblue>피의 결정체</> 추가 획득"
7100228,"피의 마물 처치 시 <Fontblue>47%</> 확률로, 
<Fontblue>피의 결정체</>를 추가적으로 획득 합니다.
일일 최대 2000개까지 획득 할 수 있습니다.

(케릭터의 레벨보다 7레벨 이하의 피의 마물 처치시에는 적용 되지 않으며, 피의 마물에 가한 피해량에 따라서, 확률이 보정 될 수 있습니다.)
(적용장소 : 정예던전)",RegularDungeonWorld,2,4700,96,9900025,,Icon_Buff_CapeEquipEffect_01,토벌의 망토 착용효과,"피의 마물 처치 시 <Fontblue>47%</> 확률로, <Fontblue>피의 결정체</> 추가 획득"
7100229,"피의 마물 처치 시 <Fontblue>48.5%</> 확률로, 
<Fontblue>피의 결정체</>를 추가적으로 획득 합니다.
일일 최대 2000개까지 획득 할 수 있습니다.

(케릭터의 레벨보다 7레벨 이하의 피의 마물 처치시에는 적용 되지 않으며, 피의 마물에 가한 피해량에 따라서, 확률이 보정 될 수 있습니다.)
(적용장소 : 정예던전)",RegularDungeonWorld,2,4850,96,9900025,,Icon_Buff_CapeEquipEffect_01,토벌의 망토 착용효과,"피의 마물 처치 시 <Fontblue>48.5%</> 확률로, <Fontblue>피의 결정체</> 추가 획득"
7100230,"피의 마물 처치 시 <Fontblue>50%</> 확률로, 
<Fontblue>피의 결정체</>를 추가적으로 획득 합니다.
일일 최대 2000개까지 획득 할 수 있습니다.

(케릭터의 레벨보다 7레벨 이하의 피의 마물 처치시에는 적용 되지 않으며, 피의 마물에 가한 피해량에 따라서, 확률이 보정 될 수 있습니다.)
(적용장소 : 정예던전)",RegularDungeonWorld,2,5000,96,9900025,,Icon_Buff_CapeEquipEffect_01,토벌의 망토 착용효과,"피의 마물 처치 시 <Fontblue>50%</> 확률로, <Fontblue>피의 결정체</> 추가 획득"
7100231,"피의 마물 처치 시 <Fontblue>50.2%</> 확률로, 
<Fontblue>피의 결정체</>를 추가적으로 획득 합니다.
일일 최대 2000개까지 획득 할 수 있습니다.

(케릭터의 레벨보다 7레벨 이하의 피의 마물 처치시에는 적용 되지 않으며, 피의 마물에 가한 피해량에 따라서, 확률이 보정 될 수 있습니다.)
(적용장소 : 정예던전)",RegularDungeonWorld,2,5020,96,9900025,,Icon_Buff_CapeEquipEffect_01,토벌의 망토 착용효과,"피의 마물 처치 시 <Fontblue>50.2%</> 확률로, <Fontblue>피의 결정체</> 추가 획득"
7100232,"피의 마물 처치 시 <Fontblue>50.4%</> 확률로, 
<Fontblue>피의 결정체</>를 추가적으로 획득 합니다.
일일 최대 2000개까지 획득 할 수 있습니다.

(케릭터의 레벨보다 7레벨 이하의 피의 마물 처치시에는 적용 되지 않으며, 피의 마물에 가한 피해량에 따라서, 확률이 보정 될 수 있습니다.)
(적용장소 : 정예던전)",RegularDungeonWorld,2,5040,96,9900025,,Icon_Buff_CapeEquipEffect_01,토벌의 망토 착용효과,"피의 마물 처치 시 <Fontblue>50.4%</> 확률로, <Fontblue>피의 결정체</> 추가 획득"
7100233,"피의 마물 처치 시 <Fontblue>50.6%</> 확률로, 
<Fontblue>피의 결정체</>를 추가적으로 획득 합니다.
일일 최대 2000개까지 획득 할 수 있습니다.

(케릭터의 레벨보다 7레벨 이하의 피의 마물 처치시에는 적용 되지 않으며, 피의 마물에 가한 피해량에 따라서, 확률이 보정 될 수 있습니다.)
(적용장소 : 정예던전)",RegularDungeonWorld,2,5060,96,9900025,,Icon_Buff_CapeEquipEffect_01,토벌의 망토 착용효과,"피의 마물 처치 시 <Fontblue>50.6%</> 확률로, <Fontblue>피의 결정체</> 추가 획득"
7100234,"피의 마물 처치 시 <Fontblue>50.8%</> 확률로, 
<Fontblue>피의 결정체</>를 추가적으로 획득 합니다.
일일 최대 2000개까지 획득 할 수 있습니다.

(케릭터의 레벨보다 7레벨 이하의 피의 마물 처치시에는 적용 되지 않으며, 피의 마물에 가한 피해량에 따라서, 확률이 보정 될 수 있습니다.)
(적용장소 : 정예던전)",RegularDungeonWorld,2,5080,96,9900025,,Icon_Buff_CapeEquipEffect_01,토벌의 망토 착용효과,"피의 마물 처치 시 <Fontblue>50.8%</> 확률로, <Fontblue>피의 결정체</> 추가 획득"
7100235,"피의 마물 처치 시 <Fontblue>51%</> 확률로, 
<Fontblue>피의 결정체</>를 추가적으로 획득 합니다.
일일 최대 2000개까지 획득 할 수 있습니다.

(케릭터의 레벨보다 7레벨 이하의 피의 마물 처치시에는 적용 되지 않으며, 피의 마물에 가한 피해량에 따라서, 확률이 보정 될 수 있습니다.)
(적용장소 : 정예던전)",RegularDungeonWorld,2,5100,96,9900025,,Icon_Buff_CapeEquipEffect_01,토벌의 망토 착용효과,"피의 마물 처치 시 <Fontblue>51%</> 확률로, <Fontblue>피의 결정체</> 추가 획득"
7100236,"피의 마물 처치 시 <Fontblue>51.2%</> 확률로, 
<Fontblue>피의 결정체</>를 추가적으로 획득 합니다.
일일 최대 2000개까지 획득 할 수 있습니다.

(케릭터의 레벨보다 7레벨 이하의 피의 마물 처치시에는 적용 되지 않으며, 피의 마물에 가한 피해량에 따라서, 확률이 보정 될 수 있습니다.)
(적용장소 : 정예던전)",RegularDungeonWorld,2,5120,96,9900025,,Icon_Buff_CapeEquipEffect_01,토벌의 망토 착용효과,"피의 마물 처치 시 <Fontblue>51.2%</> 확률로, <Fontblue>피의 결정체</> 추가 획득"
7100237,"피의 마물 처치 시 <Fontblue>51.4%</> 확률로, 
<Fontblue>피의 결정체</>를 추가적으로 획득 합니다.
일일 최대 2000개까지 획득 할 수 있습니다.

(케릭터의 레벨보다 7레벨 이하의 피의 마물 처치시에는 적용 되지 않으며, 피의 마물에 가한 피해량에 따라서, 확률이 보정 될 수 있습니다.)
(적용장소 : 정예던전)",RegularDungeonWorld,2,5140,96,9900025,,Icon_Buff_CapeEquipEffect_01,토벌의 망토 착용효과,"피의 마물 처치 시 <Fontblue>51.4%</> 확률로, <Fontblue>피의 결정체</> 추가 획득"
7100238,"피의 마물 처치 시 <Fontblue>51.6%</> 확률로, 
<Fontblue>피의 결정체</>를 추가적으로 획득 합니다.
일일 최대 2000개까지 획득 할 수 있습니다.

(케릭터의 레벨보다 7레벨 이하의 피의 마물 처치시에는 적용 되지 않으며, 피의 마물에 가한 피해량에 따라서, 확률이 보정 될 수 있습니다.)
(적용장소 : 정예던전)",RegularDungeonWorld,2,5160,96,9900025,,Icon_Buff_CapeEquipEffect_01,토벌의 망토 착용효과,"피의 마물 처치 시 <Fontblue>51.6%</> 확률로, <Fontblue>피의 결정체</> 추가 획득"
7100239,"피의 마물 처치 시 <Fontblue>51.8%</> 확률로, 
<Fontblue>피의 결정체</>를 추가적으로 획득 합니다.
일일 최대 2000개까지 획득 할 수 있습니다.

(케릭터의 레벨보다 7레벨 이하의 피의 마물 처치시에는 적용 되지 않으며, 피의 마물에 가한 피해량에 따라서, 확률이 보정 될 수 있습니다.)
(적용장소 : 정예던전)",RegularDungeonWorld,2,5180,96,9900025,,Icon_Buff_CapeEquipEffect_01,토벌의 망토 착용효과,"피의 마물 처치 시 <Fontblue>51.8%</> 확률로, <Fontblue>피의 결정체</> 추가 획득"
7100240,"피의 마물 처치 시 <Fontblue>52%</> 확률로, 
<Fontblue>피의 결정체</>를 추가적으로 획득 합니다.
일일 최대 2000개까지 획득 할 수 있습니다.

(케릭터의 레벨보다 7레벨 이하의 피의 마물 처치시에는 적용 되지 않으며, 피의 마물에 가한 피해량에 따라서, 확률이 보정 될 수 있습니다.)
(적용장소 : 정예던전)",RegularDungeonWorld,2,5200,96,9900025,,Icon_Buff_CapeEquipEffect_01,토벌의 망토 착용효과,"피의 마물 처치 시 <Fontblue>52%</> 확률로, <Fontblue>피의 결정체</> 추가 획득"
7100301,"채집 시 <Fontblue>12%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,1200,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>12%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100302,"채집 시 <Fontblue>13.5%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,1350,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>13.5%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100303,"채집 시 <Fontblue>15%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,1500,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>15%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100304,"채집 시 <Fontblue>16.5%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,1650,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>16.5%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100305,"채집 시 <Fontblue>18%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,1800,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>18%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100306,"채집 시 <Fontblue>19.5%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,1950,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>19.5%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100307,"채집 시 <Fontblue>21%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,2100,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>21%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100308,"채집 시 <Fontblue>22.5%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,2250,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>22.5%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100309,"채집 시 <Fontblue>24%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,2400,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>24%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100310,"채집 시 <Fontblue>25.5%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,2550,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>25.5%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100311,"채집 시 <Fontblue>27%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,2700,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>27%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100312,"채집 시 <Fontblue>28.5%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,2850,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>28.5%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100313,"채집 시 <Fontblue>30%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,3000,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>30%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100314,"채집 시 <Fontblue>31.5%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,3150,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>31.5%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100315,"채집 시 <Fontblue>33%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,3300,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>33%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100316,"채집 시 <Fontblue>34.5%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,3450,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>34.5%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100317,"채집 시 <Fontblue>36%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,3600,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>36%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100318,"채집 시 <Fontblue>37.5%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,3750,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>37.5%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100319,"채집 시 <Fontblue>39%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,3900,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>39%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
7100320,"채집 시 <Fontblue>40.5%</> 확률로,
<Fontblue>정원의 선물 1개</>를 추가 획득 할 수 있습니다.

(적용장소 : 채집던전)",GatheringDungeonWorld,3,4050,96,9900031,,Icon_Buff_CapeEquipEffect_01,정원의 망토 착용효과,"채집 시 <Fontblue>40.5%</> 확률로,<Fontblue>정원의 선물 1개</> 추가 획득"
