Id,Nme,Desc,TaskType,NpcAutoMoveID,TaskCount,RewardExp,RewardAdena,RewardIcon,MissionIcon
177,글루디오 평원 버그베어 약탈자공략,버그베어 약탈자 15회 처치하기,83,10042,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
178,글루디오 평원 버그베어 약탈자공략,버그베어 약탈자 15회 처치하기,83,10042,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
179,글루디오 평원 버그베어 약탈자공략,버그베어 약탈자 15회 처치하기,83,10042,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
180,글루디오 평원 버그베어 약탈자공략,버그베어 약탈자 15회 처치하기,83,10042,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
181,글루디오 평원 버그베어 약탈자공략,버그베어 약탈자 15회 처치하기,83,10042,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
182,글루디오 평원 버그베어 약탈자공략,버그베어 약탈자 15회 처치하기,83,10042,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
183,글루디오 평원 멜 리자드맨 목표잡이공략,멜 리자드맨 목표잡이 15회 처치하기,83,10035,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
184,글루디오 평원 광포한 검은 늑대공략,광포한 검은 늑대 15회 처치하기,83,10036,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
185,글루디오 평원 붉은 털 여우공략,붉은 털 여우 15회 처치하기,83,10037,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
186,글루디오 평원 광기의 검은 늑대공략,광기의 검은 늑대 15회 처치하기,83,10038,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
187,글루디오 평원 앤틸로프공략,앤틸로프 15회 처치하기,83,10039,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
188,글루디오 평원 강철 거미공략,강철 거미 15회 처치하기,83,10040,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
189,글루디오 평원 다크 위버공략,다크 위버 15회 처치하기,83,10041,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
190,글루디오 평원 버그베어 약탈자공략,버그베어 약탈자 15회 처치하기,83,10042,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
191,글루디오 평원 버그베어 학살자공략,버그베어 학살자 15회 처치하기,83,10043,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
192,글루디오 평원 멜 리자드맨 목표잡이공략,멜 리자드맨 목표잡이 15회 처치하기,83,10035,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
193,글루디오 평원 광포한 검은 늑대공략,광포한 검은 늑대 15회 처치하기,83,10036,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
194,글루디오 평원 붉은 털 여우공략,붉은 털 여우 15회 처치하기,83,10037,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
195,글루디오 평원 광기의 검은 늑대공략,광기의 검은 늑대 15회 처치하기,83,10038,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
196,글루디오 평원 앤틸로프공략,앤틸로프 15회 처치하기,83,10039,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
197,글루디오 평원 강철 거미공략,강철 거미 15회 처치하기,83,10040,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
198,글루디오 평원 다크 위버공략,다크 위버 15회 처치하기,83,10041,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
199,글루디오 평원 버그베어 약탈자공략,버그베어 약탈자 15회 처치하기,83,10042,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
200,글루디오 평원 버그베어 학살자공략,버그베어 학살자 15회 처치하기,83,10043,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
201,글루디오 평원 광기의 검은 늑대공략,광기의 검은 늑대 15회 처치하기,83,10038,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
202,글루디오 평원 앤틸로프공략,앤틸로프 15회 처치하기,83,10039,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
203,글루디오 평원 강철 거미공략,강철 거미 15회 처치하기,83,10040,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
204,글루디오 평원 다크 위버공략,다크 위버 15회 처치하기,83,10041,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
205,글루디오 평원 버그베어 약탈자공략,버그베어 약탈자 15회 처치하기,83,10042,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
206,글루디오 평원 버그베어 학살자공략,버그베어 학살자 15회 처치하기,83,10043,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
207,글루디오 평원 광기의 검은 늑대공략,광기의 검은 늑대 15회 처치하기,83,10038,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
208,글루디오 평원 앤틸로프공략,앤틸로프 15회 처치하기,83,10039,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
209,글루디오 평원 강철 거미공략,강철 거미 15회 처치하기,83,10040,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
210,글루디오 평원 다크 위버공략,다크 위버 15회 처치하기,83,10041,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
211,글루디오 평원 버그베어 약탈자공략,버그베어 약탈자 15회 처치하기,83,10042,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
212,글루디오 평원 버그베어 학살자공략,버그베어 학살자 15회 처치하기,83,10043,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
213,글루디오 평원 멜 리자드맨 주술사공략,멜 리자드맨 주술사 15회 처치하기,83,10044,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
214,글루디오 평원 멜 리자드맨 저격병공략,멜 리자드맨 저격병 15회 처치하기,83,10045,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
215,글루디오 평원 멜 리자드맨 경비병공략,멜 리자드맨 경비병 15회 처치하기,83,10046,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
216,글루디오 평원 멜 리자드맨 정찰병공략,멜 리자드맨 정찰병 15회 처치하기,83,10047,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
217,글루디오 평원 멜 리자드맨 주술사공략,멜 리자드맨 주술사 15회 처치하기,83,10044,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
218,글루디오 평원 멜 리자드맨 저격병공략,멜 리자드맨 저격병 15회 처치하기,83,10045,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
219,글루디오 평원 멜 리자드맨 경비병공략,멜 리자드맨 경비병 15회 처치하기,83,10046,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
220,글루디오 평원 멜 리자드맨 정찰병공략,멜 리자드맨 정찰병 15회 처치하기,83,10047,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
221,글루디오 평원 멜 리자드맨 주술사공략,멜 리자드맨 주술사 15회 처치하기,83,10044,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
222,글루디오 평원 멜 리자드맨 저격병공략,멜 리자드맨 저격병 15회 처치하기,83,10045,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
223,글루디오 평원 멜 리자드맨 경비병공략,멜 리자드맨 경비병 15회 처치하기,83,10046,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
224,글루디오 평원 멜 리자드맨 정찰병공략,멜 리자드맨 정찰병 15회 처치하기,83,10047,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
225,글루디오 평원 멜 리자드맨 주술사공략,멜 리자드맨 주술사 15회 처치하기,83,10044,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
226,글루디오 평원 멜 리자드맨 저격병공략,멜 리자드맨 저격병 15회 처치하기,83,10045,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
227,글루디오 평원 멜 리자드맨 경비병공략,멜 리자드맨 경비병 15회 처치하기,83,10046,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
228,글루디오 평원 멜 리자드맨 정찰병공략,멜 리자드맨 정찰병 15회 처치하기,83,10047,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
229,글루디오 평원 멜 리자드맨 경비병공략,멜 리자드맨 경비병 15회 처치하기,83,10046,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
230,글루디오 평원 멜 리자드맨 정찰병공략,멜 리자드맨 정찰병 15회 처치하기,83,10047,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
231,글루디오 평원 멜 리자드맨 경비병공략,멜 리자드맨 경비병 15회 처치하기,83,10046,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
232,글루디오 평원 멜 리자드맨 정찰병공략,멜 리자드맨 정찰병 15회 처치하기,83,10047,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
233,글루디오 평원 멜 리자드맨 주술사공략,멜 리자드맨 주술사 15회 처치하기,83,10044,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
234,글루디오 평원 멜 리자드맨 저격병공략,멜 리자드맨 저격병 15회 처치하기,83,10045,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
235,글루디오 평원 멜 리자드맨 경비병공략,멜 리자드맨 경비병 15회 처치하기,83,10046,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
236,글루디오 평원 멜 리자드맨 정찰병공략,멜 리자드맨 정찰병 15회 처치하기,83,10047,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
237,글루디오 평원 멜 리자드맨 주술사공략,멜 리자드맨 주술사 15회 처치하기,83,10044,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
238,글루디오 평원 멜 리자드맨 저격병공략,멜 리자드맨 저격병 15회 처치하기,83,10045,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
239,글루디오 평원 멜 리자드맨 경비병공략,멜 리자드맨 경비병 15회 처치하기,83,10046,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
240,글루디오 평원 멜 리자드맨 정찰병공략,멜 리자드맨 정찰병 15회 처치하기,83,10047,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
241,글루디오 평원 멜 리자드맨 경비병공략,멜 리자드맨 경비병 15회 처치하기,83,10046,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
242,글루디오 평원 멜 리자드맨 정찰병공략,멜 리자드맨 정찰병 15회 처치하기,83,10047,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
243,윈다우드 장원 저주받은 사냥꾼공략,저주받은 사냥꾼 15회 처치하기,83,10048,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
244,윈다우드 장원 정체불명의 실험체공략,정체불명의 실험체 15회 처치하기,83,10049,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
245,윈다우드 장원 흉측한 늑대인간공략,흉측한 늑대인간 15회 처치하기,83,10232,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
246,윈다우드 장원 흡혈박쥐공략,흡혈박쥐 15회 처치하기,83,10233,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
247,윈다우드 장원 해골 전사공략,해골 전사 15회 처치하기,83,10234,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
248,윈다우드 장원 해골 사수공략,해골 사수 15회 처치하기,83,10235,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
249,윈다우드 장원 굶주린 식인 사냥개공략,굶주린 식인 사냥개 15회 처치하기,83,10236,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
250,윈다우드 장원 해골 전사공략,해골 전사 15회 처치하기,83,10234,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
251,윈다우드 장원 소울 슬래셔공략,소울 슬래셔 15회 처치하기,83,10237,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
252,윈다우드 장원 저주받은 사냥꾼공략,저주받은 사냥꾼 15회 처치하기,83,10048,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
253,윈다우드 장원 정체불명의 실험체공략,정체불명의 실험체 15회 처치하기,83,10049,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
254,윈다우드 장원 흉측한 늑대인간공략,흉측한 늑대인간 15회 처치하기,83,10232,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
255,윈다우드 장원 흡혈박쥐공략,흡혈박쥐 15회 처치하기,83,10233,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
256,윈다우드 장원 해골 전사공략 ,해골 전사 15회 처치하기,83,10234,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
257,윈다우드 장원 해골 사수공략,해골 사수 15회 처치하기,83,10235,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
258,윈다우드 장원 굶주린 식인 사냥개공략,굶주린 식인 사냥개 15회 처치하기,83,10236,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
259,윈다우드 장원 해골 전사공략,해골 전사 15회 처치하기,83,10234,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
260,윈다우드 장원 소울 슬래셔공략,소울 슬래셔 15회 처치하기,83,10237,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
261,윈다우드 장원 저주받은 사냥꾼공략,저주받은 사냥꾼 15회 처치하기,83,10048,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
262,윈다우드 장원 정체불명의 실험체공략,정체불명의 실험체 15회 처치하기,83,10049,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
263,윈다우드 장원 흉측한 늑대인간공략,흉측한 늑대인간 15회 처치하기,83,10232,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
264,윈다우드 장원 흡혈박쥐공략,흡혈박쥐 15회 처치하기,83,10233,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
265,윈다우드 장원 해골 전사공략,해골 전사 15회 처치하기,83,10234,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
266,윈다우드 장원 해골 사수공략,해골 사수 15회 처치하기,83,10235,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
267,윈다우드 장원 굶주린 식인 사냥개공략,굶주린 식인 사냥개 15회 처치하기,83,10236,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
268,윈다우드 장원 해골 전사공략,해골 전사 15회 처치하기,83,10234,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
269,윈다우드 장원 소울 슬래셔공략,소울 슬래셔 15회 처치하기,83,10237,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
270,윈다우드 장원 굶주린 식인 사냥개공략,굶주린 식인 사냥개 15회 처치하기,83,10236,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
271,윈다우드 장원 해골 전사공략,해골 전사 15회 처치하기,83,10234,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
272,윈다우드 장원 소울 슬래셔공략,소울 슬래셔 15회 처치하기,83,10237,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
273,윈다우드 장원 원한의 프리마공략,원한의 프리마 15회 처치하기,83,10057,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
274,윈다우드 장원 올 마훔 수정 도둑공략,올 마훔 수정 도둑 15회 처치하기,83,10241,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
275,윈다우드 장원 올 마훔 수색병공략,올 마훔 수색병 15회 처치하기,83,10058,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
276,윈다우드 장원 올 마훔 선봉대공략,올 마훔 선봉대 15회 처치하기,83,10238,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
277,윈다우드 장원 올 마훔 경비병공략,올 마훔 경비병 15회 처치하기,83,10239,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
278,윈다우드 장원 독거미공략,독거미 15회 처치하기,83,10240,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
279,윈다우드 장원 광폭한 쿠거공략,광폭한 쿠거 15회 처치하기,83,10059,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
280,윈다우드 장원 원한의 프리마공략,원한의 프리마 15회 처치하기,83,10057,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
281,윈다우드 장원 올 마훔 수정 도둑공략,올 마훔 수정 도둑 15회 처치하기,83,10241,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
282,윈다우드 장원 올 마훔 수색병공략,올 마훔 수색병 15회 처치하기,83,10058,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
283,윈다우드 장원 올 마훔 선봉대공략,올 마훔 선봉대 15회 처치하기,83,10238,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
284,윈다우드 장원 올 마훔 경비병공략,올 마훔 경비병 15회 처치하기,83,10239,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
285,윈다우드 장원 독거미공략,독거미 15회 처치하기,83,10240,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
286,윈다우드 장원 광폭한 쿠거공략,광폭한 쿠거 15회 처치하기,83,10059,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
287,윈다우드 장원 원한의 프리마공략,원한의 프리마 15회 처치하기,83,10057,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
288,윈다우드 장원 올 마훔 수정 도둑공략,올 마훔 수정 도둑 15회 처치하기,83,10241,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
289,윈다우드 장원 올 마훔 수색병공략,올 마훔 수색병 15회 처치하기,83,10058,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
290,윈다우드 장원 올 마훔 선봉대공략,올 마훔 선봉대 15회 처치하기,83,10238,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
291,윈다우드 장원 올 마훔 경비병공략,올 마훔 경비병 15회 처치하기,83,10239,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
292,윈다우드 장원 독거미공략,독거미 15회 처치하기,83,10240,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
293,윈다우드 장원 광폭한 쿠거공략,광폭한 쿠거 15회 처치하기,83,10059,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
294,윈다우드 장원 원한의 프리마공략,원한의 프리마 15회 처치하기,83,10057,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
295,윈다우드 장원 올 마훔 수정 도둑공략,올 마훔 수정 도둑 15회 처치하기,83,10241,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
296,윈다우드 장원 올 마훔 수색병공략,올 마훔 수색병 15회 처치하기,83,10058,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
297,윈다우드 장원 올 마훔 선봉대공략,올 마훔 선봉대 15회 처치하기,83,10238,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
298,윈다우드 장원 올 마훔 경비병공략,올 마훔 경비병 15회 처치하기,83,10239,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
299,윈다우드 장원 독거미공략,독거미 15회 처치하기,83,10240,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
300,윈다우드 장원 광폭한 쿠거공략,광폭한 쿠거 15회 처치하기,83,10059,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
301,윈다우드 장원 독거미공략,독거미 15회 처치하기,83,10240,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
302,윈다우드 장원 광폭한 쿠거공략,광폭한 쿠거 15회 처치하기,83,10059,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
303,윈다우드 장원 타락한 스나이프공략,타락한 스나이프 15회 처치하기,83,10242,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
304,윈다우드 장원 쿠거공략,쿠거 15회 처치하기,83,10243,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
305,윈다우드 장원 글루디오 베어공략,글루디오 베어 15회 처치하기,83,10060,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
306,윈다우드 장원 투렉 오크 전투병공략,투렉 오크 전투병 15회 처치하기,83,10244,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
307,윈다우드 장원 투렉 오크 돌격병공략,투렉 오크 돌격병 15회 처치하기,83,10245,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
308,윈다우드 장원 투렉 오크 경비병공략,투렉 오크 경비병 15회 처치하기,83,10056,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
309,윈다우드 장원 투렉 오크 사수공략,투렉 오크 사수 15회 처치하기,83,10061,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
310,윈다우드 장원 사나운 투렉 군견공략,사나운 투렉 군견 15회 처치하기,83,10062,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
311,윈다우드 장원 투렉 오크 십인대장공략,투렉 오크 십인대장 15회 처치하기,83,10246,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
312,윈다우드 장원 타락한 스나이프공략,타락한 스나이프 15회 처치하기,83,10242,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
313,윈다우드 장원 쿠거공략,쿠거 15회 처치하기,83,10243,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
