GroupId,SubId,RewardExp,RewardAdena,RewardItemGroup,StartPointX,StartPointY,SectionInfoParam,SectionPositionParam,AddintionalInfoParam
20029,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20029},{""npcSpawnGroupId"":29029},{""npcSpawnGroupId"":29029},{""npcSpawnGroupId"":29029},{""npcSpawnGroupId"":29029},{""npcSpawnGroupId"":29029},{""npcSpawnGroupId"":29029},{""npcSpawnGroupId"":29029}]",,"[{""dungeonLimitTime"":1200}]"
20030,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20030},{""npcSpawnGroupId"":29030},{""npcSpawnGroupId"":29030},{""npcSpawnGroupId"":29030},{""npcSpawnGroupId"":29030},{""npcSpawnGroupId"":29030},{""npcSpawnGroupId"":29030},{""npcSpawnGroupId"":29030}]",,"[{""dungeonLimitTime"":1200}]"
20031,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20031},{""npcSpawnGroupId"":29031},{""npcSpawnGroupId"":29031},{""npcSpawnGroupId"":29031},{""npcSpawnGroupId"":29031},{""npcSpawnGroupId"":29031},{""npcSpawnGroupId"":29031},{""npcSpawnGroupId"":29031}]",,"[{""dungeonLimitTime"":1200}]"
20032,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20032},{""npcSpawnGroupId"":29032},{""npcSpawnGroupId"":29032},{""npcSpawnGroupId"":29032},{""npcSpawnGroupId"":29032},{""npcSpawnGroupId"":29032},{""npcSpawnGroupId"":29032},{""npcSpawnGroupId"":29032}]",,"[{""dungeonLimitTime"":1200}]"
20033,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20033},{""npcSpawnGroupId"":29033},{""npcSpawnGroupId"":29033},{""npcSpawnGroupId"":29033},{""npcSpawnGroupId"":29033},{""npcSpawnGroupId"":29033},{""npcSpawnGroupId"":29033},{""npcSpawnGroupId"":29033}]",,"[{""dungeonLimitTime"":1200}]"
20034,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20034},{""npcSpawnGroupId"":29034},{""npcSpawnGroupId"":29034},{""npcSpawnGroupId"":29034},{""npcSpawnGroupId"":29034},{""npcSpawnGroupId"":29034},{""npcSpawnGroupId"":29034},{""npcSpawnGroupId"":29034}]",,"[{""dungeonLimitTime"":1200}]"
20035,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20035},{""npcSpawnGroupId"":29035},{""npcSpawnGroupId"":29035},{""npcSpawnGroupId"":29035},{""npcSpawnGroupId"":29035},{""npcSpawnGroupId"":29035},{""npcSpawnGroupId"":29035},{""npcSpawnGroupId"":29035}]",,"[{""dungeonLimitTime"":1200}]"
20036,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20036},{""npcSpawnGroupId"":29036},{""npcSpawnGroupId"":29036},{""npcSpawnGroupId"":29036},{""npcSpawnGroupId"":29036},{""npcSpawnGroupId"":29036},{""npcSpawnGroupId"":29036},{""npcSpawnGroupId"":29036}]",,"[{""dungeonLimitTime"":1200}]"
20037,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20037},{""npcSpawnGroupId"":29037},{""npcSpawnGroupId"":29037},{""npcSpawnGroupId"":29037},{""npcSpawnGroupId"":29037},{""npcSpawnGroupId"":29037},{""npcSpawnGroupId"":29037},{""npcSpawnGroupId"":29037}]",,"[{""dungeonLimitTime"":1200}]"
20038,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20038},{""npcSpawnGroupId"":29038},{""npcSpawnGroupId"":29038},{""npcSpawnGroupId"":29038},{""npcSpawnGroupId"":29038},{""npcSpawnGroupId"":29038},{""npcSpawnGroupId"":29038},{""npcSpawnGroupId"":29038}]",,"[{""dungeonLimitTime"":1200}]"
20039,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20039},{""npcSpawnGroupId"":29039},{""npcSpawnGroupId"":29039},{""npcSpawnGroupId"":29039},{""npcSpawnGroupId"":29039},{""npcSpawnGroupId"":29039},{""npcSpawnGroupId"":29039},{""npcSpawnGroupId"":29039}]",,"[{""dungeonLimitTime"":1200}]"
20040,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20040},{""npcSpawnGroupId"":29040},{""npcSpawnGroupId"":29040},{""npcSpawnGroupId"":29040},{""npcSpawnGroupId"":29040},{""npcSpawnGroupId"":29040},{""npcSpawnGroupId"":29040},{""npcSpawnGroupId"":29040}]",,"[{""dungeonLimitTime"":1200}]"
20041,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20041},{""npcSpawnGroupId"":29041},{""npcSpawnGroupId"":29041},{""npcSpawnGroupId"":29041},{""npcSpawnGroupId"":29041},{""npcSpawnGroupId"":29041},{""npcSpawnGroupId"":29041},{""npcSpawnGroupId"":29041}]",,"[{""dungeonLimitTime"":1200}]"
20042,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20042},{""npcSpawnGroupId"":29042},{""npcSpawnGroupId"":29042},{""npcSpawnGroupId"":29042},{""npcSpawnGroupId"":29042},{""npcSpawnGroupId"":29042},{""npcSpawnGroupId"":29042},{""npcSpawnGroupId"":29042}]",,"[{""dungeonLimitTime"":1200}]"
20043,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20043},{""npcSpawnGroupId"":29043},{""npcSpawnGroupId"":29043},{""npcSpawnGroupId"":29043},{""npcSpawnGroupId"":29043},{""npcSpawnGroupId"":29043},{""npcSpawnGroupId"":29043},{""npcSpawnGroupId"":29043}]",,"[{""dungeonLimitTime"":1200}]"
20044,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20044},{""npcSpawnGroupId"":29044},{""npcSpawnGroupId"":29044},{""npcSpawnGroupId"":29044},{""npcSpawnGroupId"":29044},{""npcSpawnGroupId"":29044},{""npcSpawnGroupId"":29044},{""npcSpawnGroupId"":29044}]",,"[{""dungeonLimitTime"":1200}]"
20045,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20045},{""npcSpawnGroupId"":29045},{""npcSpawnGroupId"":29045},{""npcSpawnGroupId"":29045},{""npcSpawnGroupId"":29045},{""npcSpawnGroupId"":29045},{""npcSpawnGroupId"":29045},{""npcSpawnGroupId"":29045}]",,"[{""dungeonLimitTime"":1200}]"
20046,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20046},{""npcSpawnGroupId"":29046},{""npcSpawnGroupId"":29046},{""npcSpawnGroupId"":29046},{""npcSpawnGroupId"":29046},{""npcSpawnGroupId"":29046},{""npcSpawnGroupId"":29046},{""npcSpawnGroupId"":29046}]",,"[{""dungeonLimitTime"":1200}]"
20047,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20047},{""npcSpawnGroupId"":29047},{""npcSpawnGroupId"":29047},{""npcSpawnGroupId"":29047},{""npcSpawnGroupId"":29047},{""npcSpawnGroupId"":29047},{""npcSpawnGroupId"":29047},{""npcSpawnGroupId"":29047}]",,"[{""dungeonLimitTime"":1200}]"
20048,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20048},{""npcSpawnGroupId"":29048},{""npcSpawnGroupId"":29048},{""npcSpawnGroupId"":29048},{""npcSpawnGroupId"":29048},{""npcSpawnGroupId"":29048},{""npcSpawnGroupId"":29048},{""npcSpawnGroupId"":29048}]",,"[{""dungeonLimitTime"":1200}]"
20049,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20049},{""npcSpawnGroupId"":29049},{""npcSpawnGroupId"":29049},{""npcSpawnGroupId"":29049},{""npcSpawnGroupId"":29049},{""npcSpawnGroupId"":29049},{""npcSpawnGroupId"":29049},{""npcSpawnGroupId"":29049}]",,"[{""dungeonLimitTime"":1200}]"
20050,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20050},{""npcSpawnGroupId"":29050},{""npcSpawnGroupId"":29050},{""npcSpawnGroupId"":29050},{""npcSpawnGroupId"":29050},{""npcSpawnGroupId"":29050},{""npcSpawnGroupId"":29050},{""npcSpawnGroupId"":29050}]",,"[{""dungeonLimitTime"":1200}]"
20051,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20051},{""npcSpawnGroupId"":29051},{""npcSpawnGroupId"":29051},{""npcSpawnGroupId"":29051},{""npcSpawnGroupId"":29051},{""npcSpawnGroupId"":29051},{""npcSpawnGroupId"":29051},{""npcSpawnGroupId"":29051}]",,"[{""dungeonLimitTime"":1200}]"
20052,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20052},{""npcSpawnGroupId"":29052},{""npcSpawnGroupId"":29052},{""npcSpawnGroupId"":29052},{""npcSpawnGroupId"":29052},{""npcSpawnGroupId"":29052},{""npcSpawnGroupId"":29052},{""npcSpawnGroupId"":29052}]",,"[{""dungeonLimitTime"":1200}]"
20053,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20053},{""npcSpawnGroupId"":29053},{""npcSpawnGroupId"":29053},{""npcSpawnGroupId"":29053},{""npcSpawnGroupId"":29053},{""npcSpawnGroupId"":29053},{""npcSpawnGroupId"":29053},{""npcSpawnGroupId"":29053}]",,"[{""dungeonLimitTime"":1200}]"
20054,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20054},{""npcSpawnGroupId"":29054},{""npcSpawnGroupId"":29054},{""npcSpawnGroupId"":29054},{""npcSpawnGroupId"":29054},{""npcSpawnGroupId"":29054},{""npcSpawnGroupId"":29054},{""npcSpawnGroupId"":29054}]",,"[{""dungeonLimitTime"":1200}]"
20055,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20055},{""npcSpawnGroupId"":29055},{""npcSpawnGroupId"":29055},{""npcSpawnGroupId"":29055},{""npcSpawnGroupId"":29055},{""npcSpawnGroupId"":29055},{""npcSpawnGroupId"":29055},{""npcSpawnGroupId"":29055}]",,"[{""dungeonLimitTime"":1200}]"
20056,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20056},{""npcSpawnGroupId"":29056},{""npcSpawnGroupId"":29056},{""npcSpawnGroupId"":29056},{""npcSpawnGroupId"":29056},{""npcSpawnGroupId"":29056},{""npcSpawnGroupId"":29056},{""npcSpawnGroupId"":29056}]",,"[{""dungeonLimitTime"":1200}]"
20057,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20057},{""npcSpawnGroupId"":29057},{""npcSpawnGroupId"":29057},{""npcSpawnGroupId"":29057},{""npcSpawnGroupId"":29057},{""npcSpawnGroupId"":29057},{""npcSpawnGroupId"":29057},{""npcSpawnGroupId"":29057}]",,"[{""dungeonLimitTime"":1200}]"
20058,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20058},{""npcSpawnGroupId"":29058},{""npcSpawnGroupId"":29058},{""npcSpawnGroupId"":29058},{""npcSpawnGroupId"":29058},{""npcSpawnGroupId"":29058},{""npcSpawnGroupId"":29058},{""npcSpawnGroupId"":29058}]",,"[{""dungeonLimitTime"":1200}]"
20059,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20059},{""npcSpawnGroupId"":29059},{""npcSpawnGroupId"":29059},{""npcSpawnGroupId"":29059},{""npcSpawnGroupId"":29059},{""npcSpawnGroupId"":29059},{""npcSpawnGroupId"":29059},{""npcSpawnGroupId"":29059}]",,"[{""dungeonLimitTime"":1200}]"
20060,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20060},{""npcSpawnGroupId"":29060},{""npcSpawnGroupId"":29060},{""npcSpawnGroupId"":29060},{""npcSpawnGroupId"":29060},{""npcSpawnGroupId"":29060},{""npcSpawnGroupId"":29060},{""npcSpawnGroupId"":29060}]",,"[{""dungeonLimitTime"":1200}]"
20061,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20061},{""npcSpawnGroupId"":29061},{""npcSpawnGroupId"":29061},{""npcSpawnGroupId"":29061},{""npcSpawnGroupId"":29061},{""npcSpawnGroupId"":29061},{""npcSpawnGroupId"":29061},{""npcSpawnGroupId"":29061}]",,"[{""dungeonLimitTime"":1200}]"
20062,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20062},{""npcSpawnGroupId"":29062},{""npcSpawnGroupId"":29062},{""npcSpawnGroupId"":29062},{""npcSpawnGroupId"":29062},{""npcSpawnGroupId"":29062},{""npcSpawnGroupId"":29062},{""npcSpawnGroupId"":29062}]",,"[{""dungeonLimitTime"":1200}]"
20063,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20063},{""npcSpawnGroupId"":29063},{""npcSpawnGroupId"":29063},{""npcSpawnGroupId"":29063},{""npcSpawnGroupId"":29063},{""npcSpawnGroupId"":29063},{""npcSpawnGroupId"":29063},{""npcSpawnGroupId"":29063}]",,"[{""dungeonLimitTime"":1200}]"
20064,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20064},{""npcSpawnGroupId"":29064},{""npcSpawnGroupId"":29064},{""npcSpawnGroupId"":29064},{""npcSpawnGroupId"":29064},{""npcSpawnGroupId"":29064},{""npcSpawnGroupId"":29064},{""npcSpawnGroupId"":29064}]",,"[{""dungeonLimitTime"":1200}]"
20065,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20065},{""npcSpawnGroupId"":29065},{""npcSpawnGroupId"":29065},{""npcSpawnGroupId"":29065},{""npcSpawnGroupId"":29065},{""npcSpawnGroupId"":29065},{""npcSpawnGroupId"":29065},{""npcSpawnGroupId"":29065}]",,"[{""dungeonLimitTime"":1200}]"
20066,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20066},{""npcSpawnGroupId"":29066},{""npcSpawnGroupId"":29066},{""npcSpawnGroupId"":29066},{""npcSpawnGroupId"":29066},{""npcSpawnGroupId"":29066},{""npcSpawnGroupId"":29066},{""npcSpawnGroupId"":29066}]",,"[{""dungeonLimitTime"":1200}]"
20067,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20067},{""npcSpawnGroupId"":29067},{""npcSpawnGroupId"":29067},{""npcSpawnGroupId"":29067},{""npcSpawnGroupId"":29067},{""npcSpawnGroupId"":29067},{""npcSpawnGroupId"":29067},{""npcSpawnGroupId"":29067}]",,"[{""dungeonLimitTime"":1200}]"
20068,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20068},{""npcSpawnGroupId"":29068},{""npcSpawnGroupId"":29068},{""npcSpawnGroupId"":29068},{""npcSpawnGroupId"":29068},{""npcSpawnGroupId"":29068},{""npcSpawnGroupId"":29068},{""npcSpawnGroupId"":29068}]",,"[{""dungeonLimitTime"":1200}]"
20069,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20069},{""npcSpawnGroupId"":29069},{""npcSpawnGroupId"":29069},{""npcSpawnGroupId"":29069},{""npcSpawnGroupId"":29069},{""npcSpawnGroupId"":29069},{""npcSpawnGroupId"":29069},{""npcSpawnGroupId"":29069}]",,"[{""dungeonLimitTime"":1200}]"
20070,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20070},{""npcSpawnGroupId"":29070},{""npcSpawnGroupId"":29070},{""npcSpawnGroupId"":29070},{""npcSpawnGroupId"":29070},{""npcSpawnGroupId"":29070},{""npcSpawnGroupId"":29070},{""npcSpawnGroupId"":29070}]",,"[{""dungeonLimitTime"":1200}]"
20071,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20071},{""npcSpawnGroupId"":29071},{""npcSpawnGroupId"":29071},{""npcSpawnGroupId"":29071},{""npcSpawnGroupId"":29071},{""npcSpawnGroupId"":29071},{""npcSpawnGroupId"":29071},{""npcSpawnGroupId"":29071}]",,"[{""dungeonLimitTime"":1200}]"
20072,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20072},{""npcSpawnGroupId"":29072},{""npcSpawnGroupId"":29072},{""npcSpawnGroupId"":29072},{""npcSpawnGroupId"":29072},{""npcSpawnGroupId"":29072},{""npcSpawnGroupId"":29072},{""npcSpawnGroupId"":29072}]",,"[{""dungeonLimitTime"":1200}]"
20073,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20073},{""npcSpawnGroupId"":29073},{""npcSpawnGroupId"":29073},{""npcSpawnGroupId"":29073},{""npcSpawnGroupId"":29073},{""npcSpawnGroupId"":29073},{""npcSpawnGroupId"":29073},{""npcSpawnGroupId"":29073}]",,"[{""dungeonLimitTime"":1200}]"
20074,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20074},{""npcSpawnGroupId"":29074},{""npcSpawnGroupId"":29074},{""npcSpawnGroupId"":29074},{""npcSpawnGroupId"":29074},{""npcSpawnGroupId"":29074},{""npcSpawnGroupId"":29074},{""npcSpawnGroupId"":29074}]",,"[{""dungeonLimitTime"":1200}]"
20075,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20075},{""npcSpawnGroupId"":29075},{""npcSpawnGroupId"":29075},{""npcSpawnGroupId"":29075},{""npcSpawnGroupId"":29075},{""npcSpawnGroupId"":29075},{""npcSpawnGroupId"":29075},{""npcSpawnGroupId"":29075}]",,"[{""dungeonLimitTime"":1200}]"
20076,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20076},{""npcSpawnGroupId"":29076},{""npcSpawnGroupId"":29076},{""npcSpawnGroupId"":29076},{""npcSpawnGroupId"":29076},{""npcSpawnGroupId"":29076},{""npcSpawnGroupId"":29076},{""npcSpawnGroupId"":29076}]",,"[{""dungeonLimitTime"":1200}]"
20077,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20077},{""npcSpawnGroupId"":29077},{""npcSpawnGroupId"":29077},{""npcSpawnGroupId"":29077},{""npcSpawnGroupId"":29077},{""npcSpawnGroupId"":29077},{""npcSpawnGroupId"":29077},{""npcSpawnGroupId"":29077}]",,"[{""dungeonLimitTime"":1200}]"
20078,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20078},{""npcSpawnGroupId"":29078},{""npcSpawnGroupId"":29078},{""npcSpawnGroupId"":29078},{""npcSpawnGroupId"":29078},{""npcSpawnGroupId"":29078},{""npcSpawnGroupId"":29078},{""npcSpawnGroupId"":29078}]",,"[{""dungeonLimitTime"":1200}]"
20079,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20079},{""npcSpawnGroupId"":29079},{""npcSpawnGroupId"":29079},{""npcSpawnGroupId"":29079},{""npcSpawnGroupId"":29079},{""npcSpawnGroupId"":29079},{""npcSpawnGroupId"":29079},{""npcSpawnGroupId"":29079}]",,"[{""dungeonLimitTime"":1200}]"
20080,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20080},{""npcSpawnGroupId"":29080},{""npcSpawnGroupId"":29080},{""npcSpawnGroupId"":29080},{""npcSpawnGroupId"":29080},{""npcSpawnGroupId"":29080},{""npcSpawnGroupId"":29080},{""npcSpawnGroupId"":29080}]",,"[{""dungeonLimitTime"":1200}]"
20081,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20081},{""npcSpawnGroupId"":29081},{""npcSpawnGroupId"":29081},{""npcSpawnGroupId"":29081},{""npcSpawnGroupId"":29081},{""npcSpawnGroupId"":29081},{""npcSpawnGroupId"":29081},{""npcSpawnGroupId"":29081}]",,"[{""dungeonLimitTime"":1200}]"
20082,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20082},{""npcSpawnGroupId"":29082},{""npcSpawnGroupId"":29082},{""npcSpawnGroupId"":29082},{""npcSpawnGroupId"":29082},{""npcSpawnGroupId"":29082},{""npcSpawnGroupId"":29082},{""npcSpawnGroupId"":29082}]",,"[{""dungeonLimitTime"":1200}]"
20083,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20083},{""npcSpawnGroupId"":29083},{""npcSpawnGroupId"":29083},{""npcSpawnGroupId"":29083},{""npcSpawnGroupId"":29083},{""npcSpawnGroupId"":29083},{""npcSpawnGroupId"":29083},{""npcSpawnGroupId"":29083}]",,"[{""dungeonLimitTime"":1200}]"
20084,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20084},{""npcSpawnGroupId"":29084},{""npcSpawnGroupId"":29084},{""npcSpawnGroupId"":29084},{""npcSpawnGroupId"":29084},{""npcSpawnGroupId"":29084},{""npcSpawnGroupId"":29084},{""npcSpawnGroupId"":29084}]",,"[{""dungeonLimitTime"":1200}]"
20085,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20085},{""npcSpawnGroupId"":29085},{""npcSpawnGroupId"":29085},{""npcSpawnGroupId"":29085},{""npcSpawnGroupId"":29085},{""npcSpawnGroupId"":29085},{""npcSpawnGroupId"":29085},{""npcSpawnGroupId"":29085}]",,"[{""dungeonLimitTime"":1200}]"
20086,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20086},{""npcSpawnGroupId"":29086},{""npcSpawnGroupId"":29086},{""npcSpawnGroupId"":29086},{""npcSpawnGroupId"":29086},{""npcSpawnGroupId"":29086},{""npcSpawnGroupId"":29086},{""npcSpawnGroupId"":29086}]",,"[{""dungeonLimitTime"":1200}]"
20087,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20087},{""npcSpawnGroupId"":29087},{""npcSpawnGroupId"":29087},{""npcSpawnGroupId"":29087},{""npcSpawnGroupId"":29087},{""npcSpawnGroupId"":29087},{""npcSpawnGroupId"":29087},{""npcSpawnGroupId"":29087}]",,"[{""dungeonLimitTime"":1200}]"
20088,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20088},{""npcSpawnGroupId"":29088},{""npcSpawnGroupId"":29088},{""npcSpawnGroupId"":29088},{""npcSpawnGroupId"":29088},{""npcSpawnGroupId"":29088},{""npcSpawnGroupId"":29088},{""npcSpawnGroupId"":29088}]",,"[{""dungeonLimitTime"":1200}]"
20089,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20089},{""npcSpawnGroupId"":29089},{""npcSpawnGroupId"":29089},{""npcSpawnGroupId"":29089},{""npcSpawnGroupId"":29089},{""npcSpawnGroupId"":29089},{""npcSpawnGroupId"":29089},{""npcSpawnGroupId"":29089}]",,"[{""dungeonLimitTime"":1200}]"
20090,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20090},{""npcSpawnGroupId"":29090},{""npcSpawnGroupId"":29090},{""npcSpawnGroupId"":29090},{""npcSpawnGroupId"":29090},{""npcSpawnGroupId"":29090},{""npcSpawnGroupId"":29090},{""npcSpawnGroupId"":29090}]",,"[{""dungeonLimitTime"":1200}]"
20091,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20091},{""npcSpawnGroupId"":29091},{""npcSpawnGroupId"":29091},{""npcSpawnGroupId"":29091},{""npcSpawnGroupId"":29091},{""npcSpawnGroupId"":29091},{""npcSpawnGroupId"":29091},{""npcSpawnGroupId"":29091}]",,"[{""dungeonLimitTime"":1200}]"
20092,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20092},{""npcSpawnGroupId"":29092},{""npcSpawnGroupId"":29092},{""npcSpawnGroupId"":29092},{""npcSpawnGroupId"":29092},{""npcSpawnGroupId"":29092},{""npcSpawnGroupId"":29092},{""npcSpawnGroupId"":29092}]",,"[{""dungeonLimitTime"":1200}]"
20093,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20093},{""npcSpawnGroupId"":29093},{""npcSpawnGroupId"":29093},{""npcSpawnGroupId"":29093},{""npcSpawnGroupId"":29093},{""npcSpawnGroupId"":29093},{""npcSpawnGroupId"":29093},{""npcSpawnGroupId"":29093}]",,"[{""dungeonLimitTime"":1200}]"
20094,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20094},{""npcSpawnGroupId"":29094},{""npcSpawnGroupId"":29094},{""npcSpawnGroupId"":29094},{""npcSpawnGroupId"":29094},{""npcSpawnGroupId"":29094},{""npcSpawnGroupId"":29094},{""npcSpawnGroupId"":29094}]",,"[{""dungeonLimitTime"":1200}]"
20095,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20095},{""npcSpawnGroupId"":29095},{""npcSpawnGroupId"":29095},{""npcSpawnGroupId"":29095},{""npcSpawnGroupId"":29095},{""npcSpawnGroupId"":29095},{""npcSpawnGroupId"":29095},{""npcSpawnGroupId"":29095}]",,"[{""dungeonLimitTime"":1200}]"
20096,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20096},{""npcSpawnGroupId"":29096},{""npcSpawnGroupId"":29096},{""npcSpawnGroupId"":29096},{""npcSpawnGroupId"":29096},{""npcSpawnGroupId"":29096},{""npcSpawnGroupId"":29096},{""npcSpawnGroupId"":29096}]",,"[{""dungeonLimitTime"":1200}]"
20097,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20097},{""npcSpawnGroupId"":29097},{""npcSpawnGroupId"":29097},{""npcSpawnGroupId"":29097},{""npcSpawnGroupId"":29097},{""npcSpawnGroupId"":29097},{""npcSpawnGroupId"":29097},{""npcSpawnGroupId"":29097}]",,"[{""dungeonLimitTime"":1200}]"
20098,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20098},{""npcSpawnGroupId"":29098},{""npcSpawnGroupId"":29098},{""npcSpawnGroupId"":29098},{""npcSpawnGroupId"":29098},{""npcSpawnGroupId"":29098},{""npcSpawnGroupId"":29098},{""npcSpawnGroupId"":29098}]",,"[{""dungeonLimitTime"":1200}]"
20099,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20099},{""npcSpawnGroupId"":29099},{""npcSpawnGroupId"":29099},{""npcSpawnGroupId"":29099},{""npcSpawnGroupId"":29099},{""npcSpawnGroupId"":29099},{""npcSpawnGroupId"":29099},{""npcSpawnGroupId"":29099}]",,"[{""dungeonLimitTime"":1200}]"
20100,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20100},{""npcSpawnGroupId"":29100},{""npcSpawnGroupId"":29100},{""npcSpawnGroupId"":29100},{""npcSpawnGroupId"":29100},{""npcSpawnGroupId"":29100},{""npcSpawnGroupId"":29100},{""npcSpawnGroupId"":29100}]",,"[{""dungeonLimitTime"":1200}]"
20101,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20101},{""npcSpawnGroupId"":29101},{""npcSpawnGroupId"":29101},{""npcSpawnGroupId"":29101},{""npcSpawnGroupId"":29101},{""npcSpawnGroupId"":29101},{""npcSpawnGroupId"":29101},{""npcSpawnGroupId"":29101}]",,"[{""dungeonLimitTime"":1200}]"
20102,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20102},{""npcSpawnGroupId"":29102},{""npcSpawnGroupId"":29102},{""npcSpawnGroupId"":29102},{""npcSpawnGroupId"":29102},{""npcSpawnGroupId"":29102},{""npcSpawnGroupId"":29102},{""npcSpawnGroupId"":29102}]",,"[{""dungeonLimitTime"":1200}]"
20103,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20103},{""npcSpawnGroupId"":29103},{""npcSpawnGroupId"":29103},{""npcSpawnGroupId"":29103},{""npcSpawnGroupId"":29103},{""npcSpawnGroupId"":29103},{""npcSpawnGroupId"":29103},{""npcSpawnGroupId"":29103}]",,"[{""dungeonLimitTime"":1200}]"
20104,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20104},{""npcSpawnGroupId"":29104},{""npcSpawnGroupId"":29104},{""npcSpawnGroupId"":29104},{""npcSpawnGroupId"":29104},{""npcSpawnGroupId"":29104},{""npcSpawnGroupId"":29104},{""npcSpawnGroupId"":29104}]",,"[{""dungeonLimitTime"":1200}]"
20105,,0,0,,-9625,-10930,"[{""npcSpawnGroupId"":20105},{""npcSpawnGroupId"":29105},{""npcSpawnGroupId"":29105},{""npcSpawnGroupId"":29105},{""npcSpawnGroupId"":29105},{""npcSpawnGroupId"":29105},{""npcSpawnGroupId"":29105},{""npcSpawnGroupId"":29105}]",,"[{""dungeonLimitTime"":1200}]"
