Id,EffectType,EffectParam,EffectGrowth1,EffectGrowth2,ExceptNpcGrade,ExceptPlayer,ApplyCastPlayer,PointCount
24500401,DefensePowerMagMul,"-1000, -1000",1,1,,0,0,
24500401,AttackSpeedMul,"-500, -200",1,1,,0,0,
24500401,MoveSpeedMul,"-500, -500",1,1,,0,0,
24500501,DotDamageMaxHpMul,"2000, 2000",1.5,1.5,,0,0,
24501001,Invincible,,,,,0,0,
24601901,TimerFire,24601904,,,,0,0,
24601902,None,,,,,0,0,
24601903,None,,,,,0,0,
245013101,None,,,,,0,0,
245013111,AttackPowerPhyMul,"40000, 40000",,,,0,0,
245014071,AttackPowerPhyMul,"20000, 20000",,,,0,0,
245014071,AttackSpeedMul,"10000, 10000",1,1,,0,0,
245015062,MoveSpeedMul,"-2500, -2500",,,,0,0,
24501606,Stun,,,,,0,0,
24500903,IncreaseDamagePhyMul,"5000, 5000",,,,0,0,
24500903,IncreaseDamageMagMul,"5000, 5000",,,,0,0,
24500903,AttackSpeedMul,"2000, 2000",,,,0,0,
24500903,MoveSpeedMul,"3500, 3500",,,,0,0,
50223,MoveSpeedMul,"-100000, -100000",,,,0,0,
450004012,Stun,,,,,0,0,
450004022,DefensePowerPhyMul,"-5000, -5000",1,1,,0,0,
450004022,DefensePowerMagMul,"-5000, -5000",1,1,,0,0,
450004032,Stun,,,,,0,0,
450004042,DefensePowerPhyMul,"-5000, -5000",1,1,,0,0,
450004042,DefensePowerMagMul,"-5000, -5000",1,1,,0,0,
450004051,MoveSpeedMul,"-2000, -2000",1,1,,0,0,
450004061,AttackPowerPhyMul,"10000, 10000",1,1,,0,0,
450004061,AttackPowerMagMul,"10000, 10000",1,1,,0,0,
450004061,DefensePowerPhyMul,"1000000, 1000000",1,1,,0,0,
450004061,DefensePowerMagMul,"1000000, 1000000",1,1,,0,0,
450004072,Stun,,,,,0,0,
450004081,AttackPowerPhyMul,"5000, 5000",1,1,,0,0,
450004081,AttackPowerMagMul,"5000, 5000",1,1,,0,0,
450004081,AttackSpeedMul,"2000, 2000",1,1,,0,0,
450004102,AttackPowerPhyMul,"-5000, -5000",,,,0,0,
450004102,AttackPowerMagMul,"-5000, -5000",,,,0,0,
450004112,DefensePowerPhyMul,"-5000, -5000",1,1,,0,0,
450004112,DefensePowerMagMul,"-5000, -5000",1,1,,0,0,
450004122,AttackPowerPhyMul,"-5000, -5000",1,1,,0,0,
450004122,AttackPowerMagMul,"-5000, -5000",1,1,,0,0,
450004131,DefensePowerPhyMul,"20000, 20000",1,1,,0,0,
450004131,DefensePowerMagMul,"20000, 20000",1,1,,0,0,
450004151,MoveSpeedMul,"-2000, -2000",1,1,,0,0,
450004191,AttackPowerPhyMul,"-10000, -10000",1,1,,0,0,
450004191,AttackPowerMagMul,"-10000, -10000",1,1,,0,0,
450004191,DefensePowerPhyMul,"-1000000, -1000000",1,1,,0,0,
450004191,DefensePowerMagMul,"-1000000, -1000000",1,1,,0,0,
450004201,DefensePowerPhyMul,"2000000, 2000000",1,1,,0,0,
450004201,DefensePowerMagMul,"2000000, 2000000",1,1,,0,0,
450004201,MoveSpeedMul,"-1000000, -1000000",,,,0,0,
450004201,TimerFire,45000427,,,,0,0,
450004271,AttackPowerPhyMul,"20000, 20000",1,1,,0,0,
450004271,AttackPowerMagMul,"20000, 20000",1,1,,0,0,
450004311,AttackPowerPhyMul,"-10000, -10000",1,1,,0,0,
450004311,AttackPowerMagMul,"-10000, -10000",1,1,,0,0,
450004401,Invincible,,,,,0,0,
450004402,None,,,,,0,0,
450004403,None,,,,,0,0,
450004412,Stun,,,,,0,0,
450004421,Stun,,,,,0,0,
450004421,Invincible,,,,,0,0,
450004451,Stun,,,,,0,0,
450004451,Invincible,,,,,0,0,
450004461,None,,,,,0,0,
450004471,None,,,,,0,0,
450004481,None,,,,,0,0,
450004491,None,,,,,0,0,
450004501,None,,,,,0,0,
450004511,None,,,,,0,0,
450004521,None,,,,,0,0,
450004531,None,,,,,0,0,
450004541,None,,,,,0,0,
450004551,None,,,,,0,0,
450004681,Invisible,,,,,0,0,
450004931,None,,,,,0,0,
450004961,None,,,,,0,0,
450004971,None,,,,,0,0,
450004981,None,,,,,0,0,
810202061,Invisible,,,,,0,0,
810202062,Invincible,,,,,0,0,
810202101,CCResistRate,"10000, 10000",,,,0,0,
810202101,Stun,"0, 0",,,,0,0,
810202121,DefensePowerPhyMul,"500000, 500000",,,,0,0,
810202121,DefensePowerMagMul,"500000, 500000",,,,0,0,
810202122,Invisible,,,,,0,0,
7701,MoveSpeedMul,"500, 0",,,,0,0,
112341,IncreaseSkillRange,"100, 100",1,1,,0,0,
112341,PerfectCritical,,1,1,,0,0,
112424,DotDamagePhy,"0, 0, 1500, 3000",1,1,,0,1,
122125,MoveSpeedMul,"-1500, -3000",1,1,,0,0,
122132,AttackSpeedMul,"1500, 3000",1,1,,0,0,
132113,MoveSpeedMul,"-2000, -4000",1,1,,0,0,
132651,AttackPowerMag,"22438, 138564",1,1,,0,0,
132651,ConditionFire,13266,1,1,,0,0,
35441,BleedingActorIncreaseDamageMul,"1500, 3000",1,1,,0,0,
35441,SlowActorIncreaseDamageMul,"1500, 3000",1,1,,0,0,
35531,ComboIncreaseDamageMul,"1000, 2000",1,1,,0,0,
35641,HitValue,"6810, 36048",1,1,,0,0,
35641,AttackPowerPhyHitValueMul,"1500, 3000",1,1,,0,0,
35731,PoisonActorIncreaseDamageMul,"1500, 3000",1,1,,0,0,
35731,SilenceActorIncreaseDamageMul,"1500, 3000",1,1,,0,0,
35751,BarrierAttackPowerPhy,"13265, 125729",,,,0,0,
35751,BarrierAttackPowerMag,"13265, 125729",,,,0,0,
510003,IncreaseDamageMul,"-50000, -50000",1,1,,0,0,
510003,Invincible,,1,1,,0,0,
510004,IncreaseDamageMul,"-50000, -50000",1,1,,0,0,
510004,Strong,,1,1,,0,0,
510004,MaxHP,"10000, 10000",1,1,,0,0,
510005,Invisible,,1,1,,0,0,
510006,None,,1,1,,0,0,
112634,RareSkillDecreaseDamageMul,"3500, 3500",1,1,,0,0,
132145,Barrier,,,,,0,0,
132625,Silence,,,,,0,0,
132633,IncreaseDamageMul,"1000, 2000",1,1,,0,0,
132661,Invincible,,,,,0,0,
132663,MaxBarrierValue,"44072, 223632",1,1,,0,0,
4130214,None,,,,,0,0,
4130215,None,,,,,0,0,
4130216,None,,,,,0,0,
4130217,None,,,,,0,0,
601663,CriticalRate,"500, 500",,,,0,0,
601663,DodgeRate,"500, 500",,,,0,0,
601663,TreasureGuardSpawnRate,2018,,,,0,0,
4150214,None,,,,,0,0,
4150215,None,,,,,0,0,
4150216,None,,,,,0,0,
4150217,None,,,,,0,0,
81110002,DecreaseDamageMul,"-10000, -10000",1.5,1.5,,0,0,
81110003,HitValue,"-8000, -8000",1,1,,0,0,
81110004,DefensePowerPhyMul,"2000, 2000",1,1,,0,0,
81110005,DefensePowerMagMul,"2000, 2000",1,1,,0,0,
