ItemType,ItemGrade,EquipmentType,Level,TotalExpForNextLevel,ProvidingExp,RequiredAdena,EffectIncreaseRate
PetEquipment,R,,5,7900,9448,97200,1000
PetEquipment,R,,6,9480,10629,109300,1250
PetEquipment,R,,7,11060,11810,121500,1500
PetEquipment,R,,8,12640,12991,133600,1750
PetEquipment,R,,9,14220,14172,145800,2000
PetEquipment,R,,10,15800,15353,157900,2250
PetEquipment,R,,11,17380,16534,170100,2500
PetEquipment,R,,12,18960,17715,182200,2750
PetEquipment,R,,13,20540,18896,194400,3000
PetEquipment,R,,14,22120,20077,206500,3250
PetEquipment,R,,15,23700,21258,218700,3500
PetEquipment,R,,16,25280,22439,230800,3750
PetEquipment,R,,17,26860,23620,242900,4000
PetEquipment,R,,18,28440,24801,255100,4250
PetEquipment,R,,19,30020,25982,267200,4500
PetEquipment,R,,20,31600,27163,279400,4750
PetEquipment,SR,,1,3950,12205,117700,0
PetEquipment,SR,,2,7900,15256,147100,200
PetEquipment,SR,,3,11850,18308,176500,400
PetEquipment,SR,,4,15800,21359,206000,600
PetEquipment,SR,,5,19750,24410,235400,800
PetEquipment,SR,,6,23700,27461,264800,1000
PetEquipment,SR,,7,27650,30513,294200,1200
PetEquipment,SR,,8,31600,33564,323700,1400
PetEquipment,SR,,9,35550,36615,353100,1600
PetEquipment,SR,,10,39500,39666,382500,1800
PetEquipment,SR,,11,43450,42718,411900,2000
PetEquipment,SR,,12,47400,45769,441300,2200
PetEquipment,SR,,13,51350,48820,470800,2400
PetEquipment,SR,,14,55300,51871,500200,2600
PetEquipment,SR,,15,59250,54923,529600,2800
PetEquipment,SR,,16,63200,57974,559000,3000
PetEquipment,SR,,17,67150,61025,588500,3200
PetEquipment,SR,,18,71100,64076,617900,3400
PetEquipment,SR,,19,75050,67128,647300,3600
PetEquipment,SR,,20,79000,70179,676700,3800
